Timestamp,Source
1784169486673,Front
1784169486707,Front
1784169486740,Front
1784169486773,Front
1784169486807,Front
1784169486840,Front
1784169486873,Front
1784169486907,Front
1784169486940,Front
1784169486973,Front
1784169487007,Front
1784169487040,Front
1784169487073,Front
1784169487107,Front
1784169487140,Front
1784169487173,Front
1784169487207,Front
1784169487240,Front
1784169487273,Front
1784169487307,Front
1784169487340,Front
1784169487373,Front
1784169487407,Front
1784169487440,Front
1784169487473,Front
1784169486497,Back
1784169486530,Back
1784169486563,Back
1784169486597,Back
1784169486630,Back
1784169486663,Back
1784169486697,Back
1784169486730,Back
1784169486763,Back
1784169486797,Back
1784169486830,Back
1784169486863,Back
1784169486897,Back
1784169486930,Back
1784169486963,Back
1784169486997,Back
1784169487030,Back
1784169487063,Back
1784169487097,Back
1784169487130,Back
1784169487164,Back
1784169487197,Back
1784169487230,Back
1784169487264,Back
1784169487297,Back
1784169487330,Back
1784169487364,Back
1784169487397,Back
1784169487430,Back
1784169487464,Back
1784169487497,Back
1784169487507,Front
1784169487540,Front
1784169487573,Front
1784169487607,Front
1784169487640,Front
1784169487673,Front
1784169487707,Front
1784169487740,Front
1784169487773,Front
1784169487807,Front
1784169487840,Front
1784169487873,Front
1784169487907,Front
1784169487940,Front
1784169487973,Front
1784169488007,Front
1784169488040,Front
1784169488073,Front
1784169488107,Front
1784169488140,Front
1784169488173,Front
1784169488207,Front
1784169488240,Front
1784169488273,Front
1784169488307,Front
1784169488340,Front
1784169488373,Front
1784169488407,Front
1784169488440,Front
1784169488473,Front
1784169487530,Back
1784169487564,Back
1784169487597,Back
1784169487630,Back
1784169487664,Back
1784169487697,Back
1784169487730,Back
1784169487764,Back
1784169487797,Back
1784169487830,Back
1784169487864,Back
1784169487897,Back
1784169487930,Back
1784169487964,Back
1784169487997,Back
1784169488031,Back
1784169488064,Back
1784169488097,Back
1784169488131,Back
1784169488164,Back
1784169488197,Back
1784169488231,Back
1784169488264,Back
1784169488297,Back
1784169488331,Back
1784169488364,Back
1784169488397,Back
1784169488431,Back
1784169488464,Back
1784169488497,Back
1784169488507,Front
1784169488540,Front
1784169488573,Front
1784169488607,Front
1784169488640,Front
1784169488673,Front
1784169488707,Front
1784169488740,Front
1784169488773,Front
1784169488807,Front
1784169488840,Front
1784169488873,Front
1784169488907,Front
1784169488940,Front
1784169488973,Front
1784169489007,Front
1784169489040,Front
1784169489073,Front
1784169489107,Front
1784169489140,Front
1784169489173,Front
1784169489207,Front
1784169489240,Front
1784169489273,Front
1784169489307,Front
1784169489340,Front
1784169489373,Front
1784169489407,Front
1784169489440,Front
1784169489473,Front
1784169488531,Back
1784169488564,Back
1784169488597,Back
1784169488631,Back
1784169488664,Back
1784169488697,Back
1784169488731,Back
1784169488764,Back
1784169488797,Back
1784169488831,Back
1784169488864,Back
1784169488898,Back
1784169488931,Back
1784169488964,Back
1784169488998,Back
1784169489031,Back
